uniq_region,urban,age_s,prev,sens,spec
TG6_centrale,Rural,1.6525243831729877,0.706,0.93425,0.24
TG6_kara,Urban,1.6525243831729877,0.4085,0.66825,0.083
TG6_grande agglomeration de lome,Urban,1.6525243831729877,0.11275,0.5725,0.04525
TG6_savanes,Urban,1.6525243831729877,0.136,0.61725,0.0725
TG6_plateaux,Urban,1.6525243831729877,0.35925,0.75125,0.1135
TG6_maritime (sans agglomeration de lome),Urban,1.6525243831729877,0.2155,0.71375,0.0815
TG6_centrale,Urban,1.6525243831729877,0.30725,0.70475,0.106
TG6_kara,Rural,0.7494333680372611,0.645,0.8975,0.2855
TG6_grande agglomeration de lome,Rural,0.7494333680372611,0.296,0.83775,0.172
TG6_savanes,Rural,0.7494333680372611,0.3345,0.86125,0.10875
TG6_plateaux,Rural,0.7494333680372611,0.59675,0.9305,0.27825
TG6_maritime (sans agglomeration de lome),Rural,0.7494333680372611,0.4255,0.87325,0.133
TG6_centrale,Rural,0.7494333680372611,0.63575,0.906,0.21375
TG6_kara,Urban,0.7494333680372611,0.32125,0.6095,0.05775
TG6_grande agglomeration de lome,Urban,0.7494333680372611,0.08575,0.525,0.039
TG6_savanes,Urban,0.7494333680372611,0.10325,0.55625,0.05025
TG6_plateaux,Urban,0.7494333680372611,0.289,0.66375,0.10175
TG6_maritime (sans agglomeration de lome),Urban,0.7494333680372611,0.17125,0.59625,0.05975
TG6_centrale,Urban,0.7494333680372611,0.2605,0.6385,0.0855
TG6_kara,Rural,-0.5406966535852056,0.5215,0.8415,0.199
TG6_grande agglomeration de lome,Rural,-0.5406966535852056,0.23825,0.78,0.1555
TG6_savanes,Rural,-0.5406966535852056,0.2545,0.80325,0.09
TG6_plateaux,Rural,-0.5406966535852056,0.49475,0.86075,0.2645
TG6_maritime (sans agglomeration de lome),Rural,-0.5406966535852056,0.32375,0.75025,0.08925
TG6_centrale,Rural,-0.5406966535852056,0.52075,0.82875,0.172
TG6_kara,Urban,-0.5406966535852056,0.23325,0.51525,0.03675
TG6_grande agglomeration de lome,Urban,-0.5406966535852056,0.05025,0.44,0.03725
TG6_savanes,Urban,-0.5406966535852056,0.06875,0.46375,0.055
TG6_plateaux,Urban,-0.5406966535852056,0.223,0.50375,0.10075
TG6_maritime (sans agglomeration de lome),Urban,-0.5406966535852056,0.12,0.39425,0.048
TG6_centrale,Urban,-0.5406966535852056,0.16275,0.46025,0.05975
TG6_kara,Rural,-1.0567486622341922,0.46525,0.8145,0.167
TG6_grande agglomeration de lome,Rural,-1.0567486622341922,0.20725,0.766,0.14725
TG6_savanes,Rural,-1.0567486622341922,0.21625,0.771,0.08575
TG6_plateaux,Rural,-1.0567486622341922,0.426,0.826,0.25575
TG6_maritime (sans agglomeration de lome),Rural,-1.0567486622341922,0.2755,0.683,0.08975
TG6_centrale,Rural,-1.0567486622341922,0.4725,0.8015,0.1585
TG6_kara,Urban,-1.0567486622341922,0.18125,0.47525,0.03475
TG6_grande agglomeration de lome,Urban,-1.0567486622341922,0.04425,0.4035,0.0465
TG6_savanes,Urban,-1.0567486622341922,0.052,0.422,0.052
TG6_plateaux,Urban,-1.0567486622341922,0.1855,0.439,0.10475
TG6_maritime (sans agglomeration de lome),Urban,-1.0567486622341922,0.099,0.313,0.035
TG6_centrale,Urban,-1.0567486622341922,0.1435,0.409,0.06275
TG6_kara,Rural,0.9429528712806311,0.6485,0.904,0.29225
TG6_grande agglomeration de lome,Rural,0.9429528712806311,0.32325,0.83425,0.17
TG6_savanes,Rural,0.9429528712806311,0.36375,0.85975,0.10875
TG6_plateaux,Rural,0.9429528712806311,0.60925,0.93,0.2705
TG6_maritime (sans agglomeration de lome),Rural,0.9429528712806311,0.43675,0.87175,0.13375
TG6_centrale,Rural,0.9429528712806311,0.653,0.9155,0.21325
TG6_kara,Urban,0.9429528712806311,0.328,0.62675,0.0685
TG6_grande agglomeration de lome,Urban,0.9429528712806311,0.08375,0.5425,0.041
TG6_savanes,Urban,0.9429528712806311,0.09775,0.575,0.06
TG6_plateaux,Urban,0.9429528712806311,0.30875,0.68975,0.11025
